name,region,name_post,vehicles_names,organization_group,id,incomes,apartments,land,assets
Демченко Владислав Андрійович,6,"Головний лікар, Київська міська психоневрологічна лікарня №2",Ніссан Кашкай/Тойота RAV4,n,nacp_586811d8-7c9a-4063-864c-15865cdd4c80,872196,57,0,5953081
Даценко Олексій Борисович,1,"Головний лікар, КЗОЗ ""Харківська міська клінічна лікарня №2 ім.проф.О.О.Шалімова""",Шевроле Малібу/Кимко МХЮ700/Кимко Максер300/Рено Меган,n,nacp_4d3d3167-0dd2-4a95-aefb-75f77f751405,2376449,694,16300,5758275
Риженко Володимир Олександрович,1,"Головний лікар ветеринарної медицини СПрАТ""Охоче"", СПрАТ""Охоче""",ВАЗ  212140-121-40 ЗНГ/Тойота  Хайлендер,n,nacp_fac2cd55-fa69-4de1-8d54-98fe30f81d46,1055372,173,224884,5341855
Анкін Микола Львович,6,"Головний лікар, КЗ КОР ""Київська обласна клінічна лікарня""",TOYOTA SEQUOIA/УМС УМС-400/Toyota  Camry/ARCTIC CAT TRV 500/ВОРОНЕЖ ВОРОНЕЖ б/н,n,nacp_3df4c805-9089-4a84-9cdb-13818494fa63,348759,344,10480,5250760
Русин Андрій Васильович,13,"Головний лікар, Закарпатський обласний клінічний онкологічний диспансер",Мітсубісі Л200,n,nacp_11740db7-c02e-4b88-8c6f-ea61d32300bd,4974287,273,22694,5049645
Жельман Василь Олексійович,6,"Головний лікар, Київська міська клінічна лікарня №18",SUZUKI VITARA,n,nacp_f8f48d8d-bd1f-49c8-a4fb-f7b7eee46699,728608,198,4000,4669301
Микичак Богдан Пилипович,2,"Головний лікар, Госпрозрахункова стоматологічна полліклініка м.Львова",null,n,nacp_3214862b-e149-4284-89e7-d066ffc32f0e,800596,182,700,4654937
Бондар Інна Іванівна,5,"Завідуюча лабораторії ветеринарної медицини на ринку, Вінницька міська державна лікарня ветеринарної медицини",BMW 520D/YUTONG ZK6831HE/ПАЗ 4230-01/MAN 13/230/HONDA CR-V CR-V,n,nacp_da28525c-3f37-4015-817b-fa1a7fa05f96,1037798,809,4087,4651680
Бондар Ігор Миколайович,5,"Лікар ветеринарної медицини в лабораторії на ринку, Вінницька міська державна лікарня ветеринарної медицини",YUTONG ZK6831HE/MAN 13.230 HOCL/ПАЗ 4234/HONDA CR-V/BMW 520D,n,nacp_99039d34-af33-47a1-bbd6-4cb7e3d5d593,1037798,807,4087,4651680
Каденко Олег Анатолійович,21,"Головний лікар, Хмельницький обласний шкірно-венерологічний диспансер",Toyota Land Cruiser 150/Mitsubishi Pajero,n,nacp_6120c173-0f01-47ee-993c-f32f6c3b4540,868119,1345,9459,4370671
Севідов Володимир Васильович,23,"Головний лікар, Кременчуцький обласний онкологічний диспансер",Fiat  Panda Dynamic 1.2/HONDA CR V,n,nacp_d5541993-f97b-4d3a-98d3-a1ec18d219b7,294371,630,6419,4302423
Пехньо Тетяна Василівна,6,"Головний лікар, Київський міський пологовий будинок №2",Hyndai Santa FE/Suzuki Grand Vitara,n,nacp_ce2acc89-6c05-43df-a694-0bbd1ed59c0d,647403,751,2820,4259543
Балашова Ольга Іванівна,8,"Головний лікар, Комунальний заклад ""Клінічний онкологічний диспансер"" ДОР ",Mercedes-Benz CLS350,n,nacp_08f1d7e3-1e57-43e5-9d6f-b7b3e7e10645,530350,216,0,4163677
Яловий Леонід Микитович,8,"Головний лікар, м. Дніпро комунальний заклад ""Обласна стоматологічна поліклініка""",Lexus LS 460,n,nacp_201d6924-d4f3-4370-8ebf-1f4c3d1c635e,712154,632,2435,3977531
Гончарук Наталія Петрівна,6,"Головний лікар, Київський міський пологовий будинок №1",Хонда  Пилот/Фольцваген Тігуан,n,nacp_307fa581-c294-442f-8e12-b0c225e0d16b,360368,545,3914,3702602
Шамрай Володимир Анатолійович,5,"Головний лікар, Вінницький обласний клінічний онкологічний диспансер",Volkswagen Jetta/Mitshubishi Pajero Wagon,n,nacp_9a43e06f-37a8-4d14-b03e-5ef6f966fadc,3416845,287,1320,3604840
Басюк Михайло Олексійович,10,"Головний лікар, Рівненська міська стоматологічна поліклініка",Мерседес Е320,n,nacp_d6a02847-add2-4d2c-a3b2-fdd7fcaa0acf,190806,268,12000,3393877
Костенко Анатолій Васильович,1,"Лікарь-стоматолог, фізична особа підприємець Костенко А.В.",TOYOTA CAMRY,n,nacp_7ad66e66-29b3-4ebd-8fd5-547fe3fd2f77,205215,293,3044,3040422
Рак Любомир Михайлович,2,"Головний лікар, КУ ЛОР ,,Львівський регіональний фтизіопульмонологічний клінічний лікувально-діагностичний центр,,",Міцубіші Паджеро універсал-в ,n,nacp_7878a182-f4ee-4540-a3b9-a76e8f44a302,431758,294,1123,3018185
Павлик Мирослава Андріївна,2,"Головний лікар, комунальний заклад львівської обласної ради будинок дитини №2",null,n,nacp_6a820588-b256-441c-a802-96f03a148c47,512953,293,4380,2956732
Павлик Степан Степанович,2,"Головний лікар, львівський обласний державний клінічний лікувально діагностичний кардіологічний центр",null,n,nacp_d9bead5a-4dc2-4a04-bf30-6ffeb3128c7a,512953,293,4380,2956732
Бежан В'ячеслав Васильович,3,"Головний лікар, КУ ""Центр первинної медико-санітарної допомоги Новоселицького району""",Mercedes-Benz E200/Land Rover Range Rover Evoque,n,nacp_689e6749-1a43-48ed-88c5-e5e02c7ab5e9,921492,1048,17850,2946658
Волощук Анатолій Євгенович,11,"Головний лікар, ПП ""ООМЦПЗ""",Nissan Tiida/Mazda 62.5,n,nacp_e9fca899-266b-45d4-b6ed-e448c9c9ee6c,270422,0,0,2907270
Пьянкова Олександра Василівна,6,"Головний лікар, Дитяча клінічна лікарня №9 Подільського району м.Києва",CHERY TIGGO/CHERY KIMO,n,nacp_cdcedaec-8659-423a-bd4d-48b61594e1d9,351417,115,2042,2864642
Лисюк Петро Олексійович,22,"Завідувач ветеринарної дільниці, Збаразька районна державна лікарня ветеринарної медицини",Renault Kengoo,n,nacp_a6149991-2205-49d8-9fa4-6a522d8ec2bb,225009,1020,23100,2794086
Куроєдов Леонід Федорович,23,"Головний лікар, 4 міська клінічна лікарня м.Полтави",MAZDA MPV/MAZDA CX-9/ПРОГУЛЯНКОВЕ СУДНО ПРОГРЕС-2/NISSAN NOTE/КРД 050100,n,nacp_2df80617-4fa0-4f11-94ff-a6b92030fb9d,451653,249,490,2784022
Федак Богдан Степанович,1,"Головний лікар, КЗОЗ ""ОКЛ- ЦЕМД та МК""",null,n,nacp_c110d304-a7ad-4642-8db6-2e895ab6bde3,3410642,171,1950,2763583
Парамонов Віктор Володимирович,15,"Головний лікар, Комунальний заклад ""Черкаський обласний онкологічний диспансер"" Черкаської обласної ради",null,n,nacp_0e4df2ec-0f8f-4e5d-a6db-632fe2a0bda1,720372,138,4835,2763416
Волков Сергій Арсентійович,4,"Головний лікар, Комунальний заклад Маріупольської міської ради ""Міська лікарня № 10""",Mazda 626/Toyota Corolla/Nissan murano,n,nacp_2b190c13-985f-4565-978c-8183caf04a35,402871,58,0,2719086
Поцелуєв Володимир Іванович,17,"Головний лікар, депутат Сумської обласної ради, Сумська центральна районна клінічна лікарня",Toyota Land Cruiser Prado,n,nacp_5dcab827-51eb-409e-a8b9-6ed0dbb0e2cb,835128,219,35825,2657945
Волосов Євген Віталійович,1,"Головний лікар, Комунальний заклад охорони здоров'я ""Обласна стоматологічна поліклініка""",Peugeot  4007,n,nacp_1954a7ba-d5ea-4c26-86d5-76e2879608dd,132646,197,600,2610322
Курах Іван Ілліч,13,"Головний лікар, центральна міська клінічна лікарня", Nissan Juke 1.6 SVT 2WD SE,n,nacp_ad858f6d-a351-413b-b223-81519d38d2a3,170919,259,1522,2554570
Шкробот Володимир Васильович,22,"Головний лікар, Тернопільська обласна комунальна клінічна психоневрологічна лікарня, адміністрація",LEXUS RX350,n,nacp_d023f53f-a016-4801-8ad8-fcf34895c696,1595433,1343,5941,2463290
Маркін Роман Олексійович,6,"Директор, Державне підприємство ""Центральна лабораторія з аналізу якості лікарських засобів і медичної продукції""",Mercedes-Benz ML 350,n,nacp_50f6e698-b2bd-4155-92d8-cf7547b8f3e6,1169110,418,2941,2461317
Стасик Ігор Степанович,2,"Головний Лікар, КП Трускавецька міська лікарня",Хонда Цівік/Опель Вектра/ВАЗ 21061,n,nacp_58207ee1-aeb4-42b2-a8aa-bd2af81c1f28,343991,135,13782,2423979
Андрієвська Надія Марківна,5,"Головний лікар, Вінницький обласний спеціалізований будинок дитини з ураженням ЦНС та порушенням психіки",Hyundai Santa Fe/Ford Sierra,n,nacp_f8c2341c-1b50-4622-ba26-cc4c9e045c7d,538783,627,0,2345537
Масляк Тарас Романович,19,"Головний лікар, Комунальний заклад Івано-Франківська центральна міська клінічна лікарня",PONTIAC  ФЛАЙ/ГАЗ 2410/Mercedes-Benz  GLE 250D 4 MATIC/ЗИЛ-ММ3  555,n,nacp_9f277ef0-be5c-4186-aa80-a818275be8d5,1092222,4254,15010,2329276
Півторак Ольга Петрівна,2,"Завідувач лабораторії, Львівська міська державна лікарня ветеринарної медицини",OPEL MOVANO/Вольво хс60,n,nacp_cf0dc890-e263-41f9-a0bf-dd55e6aafef1,1640610,381,2209,2302408
Слабий Олександр Іванович,2,"Головний лікар, Дрогобицьке районне територіальне медичне об’єднання",Hyndai Santa Fe 2.2 D,n,nacp_927a45f0-e90f-4e4b-873a-9ed9a8e13f55,79369,506,2783,2273467
Яковенко Олег Михайлович,1,"Головний лікар, КЗОЗ ""Нововодолазька ЦРЛ""",Citroen C4,n,nacp_1ddfcc12-80f1-4dfb-a91e-c169d7b91aad,619659,48,1200,2263000
Вендзілович Юрій Миронович,2,"Головний лікар, Львівський обласний державний клінічний лікувально-діагностичний ендокринологічний центр",audi A4 1.8/ніссан х трейл,n,nacp_75f0c891-1cbc-4950-81c9-e3f2a69e31e4,572231,448,7230,2261518
Квіт Дмитро Іванович,2,"Головний лікар, Комунальна міська дитяча клінічна лікарня м.Львова",Land Rover  Freelander,n,nacp_777f3419-a527-49e6-9952-a96326867f77,391361,259,0,2238845
Паламарчук Павло Вікторович,20,"Головний лікар, Комунальний заклад Херсонська обласна психіатрична лікарня Херсонської обласної ради",Toyota Yaris/Subaru Outback,n,nacp_fd38af8d-5bb0-46ef-8ee9-ac6ff7ce8f3c,2077366,214,1164,2208490
Журавльова Лариса Андріївна,6,"Головний лікар, КЗ КОР ""Київський обласний Центр охорони здоров'я матері та дитини""",jeep Grand Cherokee,n,nacp_d1c7f1ae-cfbe-4da6-8059-018881d7432f,400767,301,2040,2199542
Бліхар Василь Євгенович,22,"Головний лікар, Комунальний заклад Тернопільської обласної Ради ""Тернопільська університетська лікарня""",Chevrolet Express/ВАЗ 21213 Нива,n,nacp_0b7b5a54-0dbf-46d0-97f0-34364ee7090c,1748586,167,1274,2138643
Григоровський Володимир Валерійович,6,"Старший ординатор, лікар ортопед-травматолог відділення травматології та ортопедії клініки хірургії, Центральний клінічний госпіталь Державної прикордонної служби України",Мазда  3,n,nacp_41dba9d0-3687-4004-937b-c08a30fa08d5,197042,0,0,2134971
Заяц Михайло Олександрович,21,"Головний лікар, Хмельницька міська об'єднана стоматологічна поліклініка",null,n,nacp_aef7dabf-77b7-4728-aa9a-9bb98bdf3f58,67314,0,5027,2112172
Вакуленко Вячеслав Михайлович,1,"Головний лікар, комунальний заклад охорони здоров'я ""Харківська міська клінічна багатопрофільна лікарня №25"" ",ЗАЗ 2101/ВАЗ 21063,n,nacp_1b02757d-64ed-48b6-b995-7f587084d723,610014,80,540,2053871
Мазур Анатолій Васильович,8,"Головний лікар, КЗ ЦПМСД Новомосоковського району",TOYOTA CAMRY/TOYOTA COROLA,n,nacp_1847e19c-6f94-4c3b-9933-f244fa948bd8,857211,196,41500,2051451
Ножкін Андрій Васильович,15,"Головний лікар, міська стоматологічна поліклініка",null,n,nacp_163603f5-3025-4705-b62c-1c996f44a5d6,189030,60,0,2041026
Тищенко Костянтин Вікторович,1,"Головний лікар, Комунальний заклад охорони здоров""я ""Вовчанська центральна районна лікарня""",TOYOTA  LAND CRUISER PRADO 150/ВАЗ 21213,n,nacp_7646b0b8-4dc6-4316-8e41-db49db87d370,313888,331,27497,2039314
Святаш Володимир Миколайович,1,"Головний лікар (депутат Харківської обласної ради), КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ’Я ХАРКІВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ЗДОРОВ’Я (Харківська обласна рада)",Audi A6 2.0 TFSI,n,nacp_e82d8a25-feab-49ac-8a3d-a66a62d42f22,164334,908,4389,2015715
Околіта Володимир Олександрович,5,"Лікар-хірург, депутат Вінницької міської ради, ОКЛ ім. М.І.Пирогова",Volkswagen Passat 1.8,n,nacp_776abe15-37a8-4935-9827-07815ae376a0,424410,138,3535,1957946
Боровський Богдан Ростиславович,5,"Головний лікар, Комунальна Установа Жмеринська лікарня відновного лікування",null,n,nacp_a9ad4ea5-0a9c-4a2f-8d3d-190cf6c4b55a,412355,1164,1675,1935906
Липницька Світлана Валентинівна,4,"Директор, м.Ірпінь КП "" Межлікарняна аптека ІРПМ""",nissan micra,n,nacp_d9aadc82-fc93-48fa-a5ca-fc6fb5328828,85677,52,0,1935671
Єлагін Володимир Володимирович,6,"Головний лікар, комунальний заклад Київської обласної Ради ""Київська обласна лікарня №2""",БМВ Х7/БМВ Х5,n,nacp_6e3578c0-a652-44b7-b5ec-6c2b352194dc,1576330,1193,25327,1903360
Лобода Таїсія Володимирівна,6,"Головний лікар, Київська міська клінічна лікарня № 12",Хонда Пілот/OPEL Omega 2.0,n,nacp_d1b11af0-2b84-41ee-88db-2a61f3c38d3b,2685935,733,2928,1903360
Синюта Андрій Володимирович,2,"Головний лікар, Комунальний заклад Львівської обласної ради ""Західноукраїнський спеціалізований дитячий медичний центр""",Фольксваген джетта/фольксваген джетта,n,nacp_05c38c48-0f2e-4345-a1c8-68535c266813,432623,91,558,1901473
Бартко Михайло Петрович,11,"Головний лікар, Комунальна установа ""Одеська обласна станція переливання крові""",Тайота Авалон/Тайота Королла,n,nacp_4597022b-9c7a-4764-be85-6caa3dc581fc,228120,223,0,1901451
Дзюба Ольга Леонтіївна,12,"Головний лікар, Київська міська дитяча клінічна лікарня № 2",Hyundai Trajet,n,nacp_5bafc881-fffb-4219-9776-01ef9589684d,500152,236,600,1900000
Журба Світлана Василівна,15,"Головний лікар, Черкаський обласний кардіологічний центр",Ford Focus,n,nacp_c8aaa22e-942a-42a2-b54c-66513de95578,974732,438,3136,1884080
Дралюк Микола Іванович,21,"Головний лікар, депутат Хмельницької обласної ради, Городоцька центральна районна лікарня Хмельницької області",Opel Vivaro/Hyundai Santa FE/Nissan X-Trail,n,nacp_e1b191ab-ded5-4c0a-a5a6-69c10459c79a,364392,390,290408,1874294
Райнов Іван Семенович,11,"Лікар, фізична особа-підприємець ",заз vida sf 69Y0,n,nacp_a71b9cb0-bd4d-4a27-aded-fd39a9c4d488,1719367,517,1954,1860534
Іщенко Ігор Васильович,15,"Головний лікар, Черкаська область, м. Сміла, Смілянська міська лікарня",ВАЗ 21113/Nissan X-Trail,n,nacp_11f33bd5-e391-4985-84e9-86ba1cf78faa,331157,84,0,1843742
Хіменко Марія Віталіївна,11,"Головний лікар, Комунальна установа ""Пологовий будинок №4""",Nissan X-Trail/Mercedes 200E/Nissan X-Trail,n,nacp_06adb137-13be-4d1b-92ff-88ec436490ab,281093,348,1223,1794444
Головко Людмила Леонтіївна,21,"Головний лікар, Хмельницький міський центр первинної медико-санітарної допомоги №2",Subaru Tribeca,n,nacp_a4023c92-55c8-4d60-8235-4a833d49141a,151879,153,0,1787634
Клюсов Олександр Миколайович,6,"Головний лікар, Київський міський клінічний онкологічний центр",SangYong Rexton W/Suzuki Vitara,n,nacp_d2222ee4-d201-4841-bd4b-f99f6004ca4e,845612,200,1600,1786040
Струк Тарас Миронович,2,"Головний лікар, Самбірська районна лікарня ""Хоспіс""",Volkswagen T5/Renault Kangoo,n,nacp_961f5154-49a3-4f9a-a71d-4c6c67acad49,204843,794,7521,1773565
Франко Іван Петрович,21,"Заступник начальника з медичних питань - начальник лікарні (з поліклінікою) - лікар , Територіальне медичне об""єднання МВС України по Хмельницькій області ",null,n,nacp_ae96bf23-aa39-44d5-94e7-ce207d452cb0,207495,108,3200,1762974
Костя Володимир Іванович,13,"Лікар з загальної гігієни, Головне управління Держпродспоживслужби в Закарпатській області",null,n,nacp_22b307eb-f1e7-4d25-b587-38949d28f933,246177,271,1052,1758684
Заріцька Ірина Миколаївна,24,"Завідуюча державної лабораторії ветеринарно-санітарної експертизи., Міська державна лікарня ветеринарної медицини в місті Олександрія ",Дельта/КІА Sorento,n,nacp_ff91048c-9d20-4a17-9c14-e41284499f78,268513,272,191500,1743082
Петренко В'ячеслав Юрійович,17,"Головний лікар, Комунальна установа ""Сумська міська клінічна лікарня №5""",SUBARU FORESTER 2.0X/,n,nacp_147ac5fb-2bb0-4c85-8a8c-b003c177cc1d,474592,124,8982,1742195
Галатенко Наталія Борисівна,6,"Головний спеціаліст, Державна служба України з лікарських засобів та контролю за наркотиками",null,n,nacp_f28131ce-d976-4be0-8481-5b077c3167fb,411986,137,20250,1734614
Гризодуб Олександр Іванович,1,"Виконуючий обов'язки директора, Державне підприємство ""Український науковий фармакопейний центр якості лікарських засобів""",null,n,nacp_a51c731c-0fa3-4ed2-be73-8f9262d64d4e,587608,98,0,1723493
Іванів Богдан Васильович,18,"Головний лікар, Любешівська центральна районна лікарня",Ніссан Альмера Классік,n,nacp_b531c536-8499-42c5-a82d-e36220c26e07,380897,112,3068,1700516
Гладуш Юрій Іванович,6,"Головний лікар, НДСЛ ""Охматдит""",null,n,nacp_568bb0d9-9b36-48be-b854-4c5807921d50,857675,571,0,1685086
Кланца Андрій Іванович,21,"Головний лікар, Хмельницький обласний кардіологічний диспансер",audi Q5,n,nacp_e5355830-9015-44f0-9cb9-c67b3cf74309,1341895,461,21882,1683434
Мороз Галина Іванівна,13,"Головний лікар, ОБЛАСНИЙ СПЕЦІАЛІЗОВАНИЙ ДИТЯЧИЙ ПУЛЬМОНОЛОГІЧНИЙ САНАТОРІЙ ""МАЛЯТКО""",Honda Accord 2.4 i/Mazda  Mazda 3,n,nacp_c72ac6f9-194b-40b1-bcbb-4df21962ed3b,336062,8926,6633,1675830
Матяш Олександр Миколайович,6,"Головний лікар, Комунальний заклад Київської обласної ради Обласне бюро медико-соціальної експертизи",Ауді  А4,n,nacp_506ef021-481b-4f1f-9182-1a876919719f,362505,324,3480,1669879
Фомін Олександр Олександрович,26,"Головний лікар міської клінічної лікарні швидкої медичної допомоги м. Вінниці, Міська клінічна лікарня швидкої медичної допомоги м. Вінниці",Nissan TEANA,n,nacp_b9fc83ba-b591-412b-93e0-38811051b873,585056,170,600,1669264
Макотринський Віталій Васильович,10,"Лікар стоматолог, Радивилівська района лікарня",VW  Passat/VOLKSWAGEN TOURAN/OPEL Vectra/ВАЗ 2105,n,nacp_dd355b63-cd2b-4032-ae75-80006dd907e6,99646,207,0,1631451
Волошин Василь Іванович,13,"Головний лікар клініки, ДП "" Науково практичний-медичний центр"" Реабілітація""",Toyota Avensis/Ваз 2107/Ваз 21093,n,nacp_4c5650f8-4380-4891-8c5f-82feb77b075d,385084,357,300,1631451
Ляховий Володимир Вікторович,25,"Завідуючий відділенням, Комунальна установа ""Сєвєродонецька міська багатопрофільна лікарня""",MINI COOPER S/AUDI Q5,n,nacp_90e7e19f-1d29-4304-91c8-86250602eabd,892410,426,10171,1622658
Стіхарний Олег Петрович,24,"Головний лікар, Дитяча стоматологічна поліклініка ",FORD Mondeo 2.0/TOYOTA CAMRY,n,nacp_01df2293-2199-4932-9b4e-546fa1a81029,476102,110,693,1621648
Кришталь Євгеній Валентинович,1,"ГОЛОВНИЙ ЛІКАР, КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ'Я ОБЛАСНИЙ ПСИХОНЕВРОЛОГІЧНИЙ ДИСПАНСЕР",CHEVROLET  AVEO/TOYOTA LAND CRUISER PRADO,n,nacp_23f40a17-eb68-4950-8176-269b3ffd0a89,935898,648,1387,1618993
Біволаріу Вікторія Миколаївна,3,"В.о. головного лікаря, ОКМУ ""Центр медико-соціальної експертизи""",Volkswagen tiguan,n,nacp_f4a7204b-e72e-424b-9631-ae84b1c4879b,151290,192,0,1535006
Дукач Лідія Михайлівна,8,"Головний лікар, КУ ""Дніпропетровський лікарсько-фізкультурний диспансер"" Дніпропетровської обласної ради",HONDA Accord,n,nacp_d06e6d7b-5776-4c2b-9544-12a4e3989546,209847,123,0,1530762
Скринчук Петро Корнилійович,3,"Заступник ректора з адміністративно-господарської роботи, Вищий державний навчальний заклад України Буковинський державний медичний університет",Renault Megane,v,nacp_e3ad277f-20c6-41f9-a1ae-f59fbf4ae783,245499,69,452,3155536
Вороненко Юрій Васильович,6,"Професор кафедри управління охороною здоров'я; ректор з 20.01.2017 р., член Президії Національної академії медичних наук України, Національна медична академія післядипломної освіти імені П.Л. Шупика",Фольксваген Туарег,v,nacp_1e138d13-3668-4cfb-863e-689b12fe21dc,576405,324,2221,1885638
Іващук Тетяна Володимирівна,3,"Заступник ректора з економічних питань , ВДНЗ Буковинський державний медичний університет",рено колеос,v,nacp_9f408ffc-87a0-4379-b728-39eba3311fa6,2404682,312,1652,1648218
Чернега Оксана Богданівна,4,"В.о. ректора, Донецький національний університет економіки і торгівлі імені Михаіла Туган-Барановського",null,v,nacp_02fc763f-a5d1-4023-8da3-8bdad1d90e04,497894,0,0,1015871
Мацишин Микола Олексійович,3,"Помічник ректора Національної академії з міжнародного та міжвузівського співробітництва - начальник групи, Національна академія Державної прикордонної служби України імені Богдана Хмельницького",Тойота  Ауріс,v,nacp_7dcf2df4-6da3-47ee-82dc-c20dadf14e77,318866,197,21229,974579
Яремко Юрій Іванович,20,"В.о. ректора, ДВНЗ Херсонський державний аграрний університет",subaru  forester,v,nacp_a768755f-aad8-4dc9-bfcc-65a2e02c7aff,383305,893,45295,911734
Ходирєв Сергій Якович,1,"Заступник ректора (проректор з науково-педагогічної роботи), Харківський національний автомобільно-дорожній університет",volkswagen passat B6/кзап9370/краз8138,v,nacp_8e17c271-c2e9-4cac-915a-e16820a64da2,315514,106,12760,585054
Шевченко Олександра Теодорівна,15,"Заступник ректора з навчально-методичної роботи, Черкаська медична академія",Hundai  Hetz/Hundai Sonata,v,nacp_85ba3204-d9e4-46ab-9f87-0aeaf3c21f4e,259401,295,2300,544334
Брайковська Надія Сергіївна,6,"В.о. ректора, Державний економіко-технологічний університет транспорту",NISSAN  NOTE,v,nacp_bf4bc4ad-3726-4350-8b60-7efd46e21d57,396186,99,622,506000
Брагінець Микола Володимирович,25," в. о. ректора, Луганський національний аграрний університет",FORD FUSION,v,nacp_b9a4f19e-fdb2-48dc-a040-ec4a61053b85,381135,86,0,489435
Лєбєдєв Денис Валерійович,1,"Помічник ректора з міжнародного співробітництва, Національний університет цивільного захисту України",ВАЗ 2107,v,nacp_c9776489-d516-418c-a0c5-1c8c2a4cb4a0,245283,65,0,407863
Ванджура Ігор Юрійович,19,"Заступник ректора з виховної роботи, Івано-Франківський національний медичний університет ",Мазда 03,v,nacp_6ca82d3d-53c3-4b49-8219-2c05d57a986e,282944,101,0,383769
Василевський Вячеслав Валерійович,3,"Заступник ректора (проректор) з ресурсного забезпечення, Національна академія Державної прикордонної служби України імені Богдана Хмельницького",CITROEN C4,v,nacp_1667ebce-3628-4dd2-a755-12c70413e8c0,362423,121,2201,379099
Захарчук Володимир Ілліч,21,"Помічник ректора академії - начальник прес-служби, Національна академія Державної прикордонної служби України імені Богдана Хмельницького",Hyundai  Tucson/DAEWOO Lanos ,v,nacp_16e2ad20-bf0d-4a99-819c-ac1187d9d61c,268272,206,35339,361909
Дацій Олександр Іванович,6,"Виконуючий обов'язки ректора, Академія муніципального управління",Honda Jazz/Lexus RX 350,v,nacp_3c04f5b4-3c75-4b61-9cad-2b3129007f4c,504956,194,145955,340351
